STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00014765,3/10/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",122,",,0",-11,",,0",,,,,22,",,W",1420,",,X",,,1421,",,W",,,,,,,,,180,",,X",170,",,X",,,0,",,0",,,67,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/11/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",5,",,0,2400",0,",,0,",0,",,0,",83,",,0",28,",,0",,,,,16,",,W",2354,",,X",,,2226,",,W",,,,,,,,,20,",,X",30,",,X",,,0,",,0",,,40,",,X",54,",,X",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/12/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",100,",,0",44,",,0",,,,,48,",,W",1736,",,X",,,1758,",,W",,,,,,,,,50,",,X",40,",,X",,,0,",,0",,,80,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,
USW00014765,3/13/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",483,",,0,2400",0,",,0,",0,",,0,",72,",,0",39,",,0",,,,,75,",,W",2334,",,X",,,2310,",,W",,,,,,,,,50,",,X",50,",,X",,,0,",,0",,,139,",,X",192,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/14/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",325,",,0,2400",0,",,0,",0,",,0,",106,",,0",61,",,0",,,,,88,",,W",744,",,X",,,125,",,W",,,,,,,,,90,",,X",60,",,X",,,0,",,0",,,139,",,X",183,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/15/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",127,",,0,2400",0,",,0,",0,",,0,",61,",,0",33,",,0",,,,,96,",,W",2108,",,X",,,2108,",,W",,,,,,,,,30,",,X",30,",,X",,,0,",,0",,,134,",,X",170,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/16/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",133,",,0",22,",,0",,,,,59,",,W",1232,",,X",,,256,",,W",,,,,,,,,30,",,X",30,",,X",,,0,",,0",,,107,",,X",139,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/17/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",161,",,0",-6,",,0",,,,,26,",,W",1452,",,X",,,1453,",,W",,,,,,,,,160,",,X",150,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/18/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",200,",,0",56,",,0",,,,,39,",,W",1136,",,X",,,1012,",,W",,,,,,,,,290,",,X",250,",,X",,,0,",,0",,,94,",,X",116,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/19/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",206,",,0",39,",,0",,,,,25,",,W",1422,",,X",,,1411,",,W",,,,,,,,,180,",,X",180,",,X",,,0,",,0",,,94,",,X",112,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/20/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",228,",,0",39,",,0",,,,,32,",,W",1613,",,X",,,1613,",,W",,,,,,,,,220,",,X",220,",,X",,,0,",,0",,,94,",,X",112,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/21/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",172,",,0",72,",,0",,,,,35,",,W",1631,",,X",,,1630,",,W",,,,,,,,,150,",,X",160,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/22/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",20,",,0,2400",0,",,0,",0,",,0,",117,",,0",61,",,0",,,,,25,",,W",2220,",,X",,,2219,",,W",,,,,,,,,30,",,X",30,",,X",,,0,",,0",,,72,",,X",89,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/23/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",838,",,0,2400",0,",,0,",0,",,0,",89,",,0",61,",,0",,,,,42,",,W",1144,",,X",,,1143,",,W",,,,,,,,,20,",,X",20,",,X",,,0,",,0",,,89,",,X",103,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/24/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",128,",,0",56,",,0",,,,,71,",,W",1349,",,X",,,1250,",,W",,,,,,,,,300,",,X",290,",,X",,,0,",,0",,,134,",,X",192,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/25/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",178,",,0",39,",,0",,,,,54,",,W",1659,",,X",,,1651,",,W",,,,,,,,,190,",,X",210,",,X",,,0,",,0",,,112,",,X",143,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/26/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",53,",,0,2400",0,"T,,0,",0,",,0,",122,",,0",-11,",,0",,,,,64,",,W",753,",,X",,,801,",,W",,,,,,,,,360,",,X",10,",,X",,,0,",,0",,,130,",,X",156,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,1,",,X",,,,,,,,,,,,
USW00014765,3/27/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",50,",,0",-39,",,0",,,,,42,",,W",809,",,X",,,809,",,W",,,,,,,,,10,",,X",10,",,X",,,0,",,0",,,89,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,3/28/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",5,",,0,2400",0,",,0,",0,",,0,",78,",,0",-22,",,0",,,,,41,",,W",1412,",,X",,,1055,",,W",,,,,,,,,150,",,X",160,",,X",,,0,",,0",,,80,",,X",103,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/29/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",881,",,0,2400",0,",,0,",0,",,0,",111,",,0",78,",,0",,,,,54,",,W",745,",,X",,,744,",,W",,,,,,,,,160,",,X",170,",,X",,,0,",,0",,,116,",,X",170,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/30/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",1351,",,0,2400",0,",,0,",0,",,0,",139,",,0",67,",,0",,,,,58,",,W",1211,",,X",,,1340,",,W",,,,,,,,,100,",,X",90,",,X",,,0,",,0",,,107,",,X",139,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,3/31/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",5,",,0,2400",0,",,0,",0,",,0,",106,",,0",56,",,0",,,,,38,",,W",1637,",,X",,,547,",,W",,,,,,,,,20,",,X",40,",,X",,,0,",,0",,,76,",,X",112,",,X",,,1,",,W",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/1/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",167,",,0",67,",,0",,,,,34,",,W",811,",,X",,,555,",,W",,,,,,,,,360,",,X",10,",,X",,,0,",,0",,,89,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,
USW00014765,4/2/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",183,",,0",44,",,0",,,,,18,",,W",1539,",,X",,,1541,",,W",,,,,,,,,150,",,X",160,",,X",,,0,",,0",,,72,",,X",89,",,X",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/3/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",172,",,0",50,",,0",,,,,36,",,W",1338,",,X",,,1329,",,W",,,,,,,,,150,",,X",160,",,X",,,0,",,0",,,98,",,X",112,",,X",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/4/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",244,",,0",78,",,0",,,,,31,",,W",1654,",,X",,,1654,",,W",,,,,,,,,300,",,X",300,",,X",,,0,",,0",,,76,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/5/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",217,",,0",83,",,0",,,,,34,",,W",1525,",,X",,,1524,",,W",,,,,,,,,200,",,X",200,",,X",,,0,",,0",,,107,",,X",130,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/6/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",206,",,0",89,",,0",,,,,20,",,W",1455,",,X",,,1452,",,W",,,,,,,,,170,",,X",170,",,X",,,0,",,0",,,63,",,X",80,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/7/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",333,",,0",94,",,0",,,,,41,",,W",1544,",,X",,,1544,",,W",,,,,,,,,240,",,X",230,",,X",,,0,",,0",,,107,",,X",139,",,X",,,1,",,W",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/8/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",222,",,0",122,",,0",,,,,38,",,W",1359,",,X",,,1359,",,W",,,,,,,,,160,",,X",160,",,X",,,0,",,0",,,76,",,X",94,",,X",,,1,",,W",,,,,,,,,,,1,",,0",1,",,X",,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/9/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",236,",,0,2400",0,",,0,",0,",,0,",139,",,0",56,",,0",,,,,43,",,W",2044,",,X",,,2342,",,W",,,,,,,,,310,",,X",240,",,X",,,0,",,0",,,107,",,X",174,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/10/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",150,",,0",44,",,0",,,,,57,",,W",1148,",,X",,,8,",,W",,,,,,,,,290,",,X",280,",,X",,,0,",,0",,,107,",,X",148,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/11/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",228,",,0",67,",,0",,,,,45,",,W",1211,",,X",,,1217,",,W",,,,,,,,,250,",,X",270,",,X",,,0,",,0",,,103,",,X",134,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/12/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",183,",,0",50,",,0",,,,,27,",,W",1600,",,X",,,1559,",,W",,,,,,,,,340,",,X",350,",,X",,,0,",,0",,,80,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/13/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",156,",,0",39,",,0",,,,,23,",,W",1634,",,X",,,1633,",,W",,,,,,,,,160,",,X",160,",,X",,,0,",,0",,,80,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/14/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",189,",,0",22,",,0",,,,,35,",,W",1535,",,X",,,1519,",,W",,,,,,,,,190,",,X",170,",,X",,,0,",,0",,,98,",,X",107,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/15/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",200,",,0",72,",,0",,,,,41,",,W",1032,",,X",,,1031,",,W",,,,,,,,,10,",,X",10,",,X",,,0,",,0",,,107,",,X",134,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/16/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",104,",,0,2400",0,"T,,0,",0,",,0,",94,",,0",56,",,0",,,,,33,",,W",2153,",,X",,,2151,",,W",,,,,,,,,100,",,X",100,",,X",,,0,",,0",,,72,",,X",89,",,X",,,1,",,W",,,,,1,",,X",1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/17/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",28,",,0,2400",0,",,0,",0,",,0,",78,",,0",50,",,0",,,,,30,",,W",1024,",,X",,,1528,",,W",,,,,,,,,20,",,X",40,",,X",,,0,",,0",,,63,",,X",72,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/18/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",122,",,0",50,",,0",,,,,27,",,W",1239,",,X",,,1333,",,W",,,,,,,,,280,",,X",300,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/19/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",167,",,0",56,",,0",,,,,42,",,W",922,",,X",,,1212,",,W",,,,,,,,,360,",,X",360,",,X",,,0,",,0",,,103,",,X",125,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/20/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",206,",,0",94,",,0",,,,,27,",,W",1131,",,X",,,1130,",,W",,,,,,,,,310,",,X",300,",,X",,,0,",,0",,,67,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/21/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",211,",,0",61,",,0",,,,,36,",,W",1544,",,X",,,1515,",,W",,,,,,,,,200,",,X",210,",,X",,,0,",,0",,,98,",,X",125,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/22/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",97,",,0,2400",0,"T,,0,",0,",,0,",200,",,0",78,",,0",,,,,32,",,W",1443,",,X",,,1443,",,W",,,,,,,,,40,",,X",40,",,X",,,0,",,0",,,98,",,X",112,",,X",,,1,",,0",,,1,",,X",1,",,0",1,",,0",,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,
USW00014765,4/23/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",194,",,0",78,",,0",,,,,42,",,W",1307,",,X",,,1306,",,W",,,,,,,,,310,",,X",310,",,X",,,0,",,0",,,89,",,X",116,",,X",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/24/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",200,",,0",67,",,0",,,,,38,",,W",1656,",,X",,,1725,",,W",,,,,,,,,200,",,X",200,",,X",,,0,",,0",,,98,",,X",116,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/25/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",41,",,0,2400",0,",,0,",0,",,0,",128,",,0",94,",,0",,,,,30,",,W",1413,",,X",,,1424,",,W",,,,,,,,,170,",,X",170,",,X",,,0,",,0",,,67,",,X",80,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/26/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",18,",,0,2400",0,",,0,",0,",,0,",150,",,0",89,",,0",,,,,34,",,W",654,",,X",,,652,",,W",,,,,,,,,40,",,X",50,",,X",,,0,",,0",,,67,",,X",89,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/27/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",28,",,0,2400",0,",,0,",0,",,0,",106,",,0",33,",,0",,,,,32,",,W",1556,",,X",,,1555,",,W",,,,,,,,,310,",,X",320,",,X",,,0,",,0",,,76,",,X",107,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/28/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,0,2400",0,",,0,",0,",,0,",100,",,0",11,",,0",,,,,57,",,W",1623,",,X",,,1617,",,W",,,,,,,,,310,",,X",310,",,X",,,0,",,0",,,116,",,X",165,",,X",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,4/29/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",178,",,0",56,",,0",,,,,64,",,W",1308,",,X",,,1333,",,W",,,,,,,,,280,",,X",290,",,X",,,0,",,0",,,143,",,X",201,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,4/30/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",256,",,0",39,",,0",,,,,40,",,W",1432,",,X",,,1431,",,W",,,,,,,,,310,",,X",320,",,X",,,0,",,0",,,116,",,X",170,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/1/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",239,",,0",128,",,0",,,,,27,",,W",1516,",,X",,,1516,",,W",,,,,,,,,150,",,X",140,",,X",,,0,",,0",,,80,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/2/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",239,",,0",128,",,0",,,,,35,",,W",1317,",,X",,,1313,",,W",,,,,,,,,150,",,X",160,",,X",,,0,",,0",,,76,",,X",98,",,X",,,1,",,W",,,,,,,,,,,1,",,0",1,",,X",,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/3/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",91,",,0,2400",0,",,0,",0,",,0,",267,",,0",161,",,0",,,,,46,",,W",1411,",,X",,,1411,",,W",,,,,,,,,230,",,X",230,",,X",,,0,",,0",,,134,",,X",165,",,X",,,1,",,W",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,5/4/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",25,",,0,2400",0,",,0,",0,",,0,",278,",,0",144,",,0",,,,,42,",,W",1516,",,X",,,1513,",,W",,,,,,,,,290,",,X",280,",,X",,,0,",,0",,,165,",,X",215,",,X",,,,,,,,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,5/5/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",256,",,0",117,",,0",,,,,46,",,W",1652,",,X",,,1727,",,W",,,,,,,,,200,",,X",220,",,X",,,0,",,0",,,94,",,X",125,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/6/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",261,",,0",139,",,0",,,,,56,",,W",1450,",,X",,,1449,",,W",,,,,,,,,260,",,X",260,",,X",,,0,",,0",,,107,",,X",143,",,X",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,5/7/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",228,",,0",94,",,0",,,,,45,",,W",931,",,X",,,910,",,W",,,,,,,,,290,",,X",290,",,X",,,0,",,0",,,80,",,X",107,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/8/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",213,",,0,2400",0,",,0,",0,",,0,",222,",,0",111,",,0",,,,,34,",,W",2210,",,X",,,2157,",,W",,,,,,,,,270,",,X",290,",,X",,,0,",,0",,,139,",,X",183,",,X",,,1,",,0",,,1,",,X",,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,5/9/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",133,",,0",61,",,0",,,,,80,",,W",1050,",,X",,,743,",,W",,,,,,,,,280,",,X",260,",,X",,,0,",,0",,,125,",,X",197,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/10/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",156,",,0",39,",,0",,,,,45,",,W",1550,",,X",,,1550,",,W",,,,,,,,,320,",,X",320,",,X",,,0,",,0",,,94,",,X",130,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/11/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",150,",,0",33,",,0",,,,,34,",,W",1610,",,X",,,1609,",,W",,,,,,,,,220,",,X",220,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,5/12/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",100,",,0",56,",,0",,,,,19,",,W",1332,",,X",,,1215,",,W",,,,,,,,,170,",,X",150,",,X",,,0,",,0",,,58,",,X",72,",,X",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00014765,5/13/2010,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",200,",,0",50,",,0",,,,,37,",,W",1333,",,X",,,1323,",,W",,,,,,,,,160,",,X",170,",,X",,,0,",,0",,,89,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
